  1    smooth    9   45  7.20000e+01  3.89810e+01  1.20000e+01  3.60000e+01 
  2    smooth    9   45  1.12500e+03  2.58910e+01  6.60000e+01  1.98000e+03 
  3    smooth    7   35  1.16542e+07  3.01738e-02  9.86447e+06  2.33436e+07 
  4    smooth    7   35  1.16859e+09  9.02594e-02  9.87789e+07  2.33754e+09 
  5    smooth    7   35  4.98920e+06  1.75299e+00  4.74378e+06  1.00008e+07 
  6    smooth    7   35  5.00936e+08  1.29603e+00  4.75336e+07  1.00210e+09 
  7    smooth    2    2  2.42000e+01  1.76010e+00  2.32868e+02  1.70720e+02 
  8    smooth    2    2  1.79577e+06  5.73708e-01  6.43784e+05  7.45071e+06 
  9    smooth    3    3  2.50000e+03  2.62375e-01  1.87964e+03  -0.00000e+00 
 10    smooth    3    3  1.06000e+04  1.15637e+00  2.06527e+03  1.80000e+04 
 11    smooth    4    4  2.15000e+02  5.19619e-01  4.58777e+02  7.52000e+02 
 12    smooth    4    4  1.61540e+06  5.99763e-03  4.52480e+05  6.45080e+06 
 13    smooth    2    2  4.00500e+02  1.58307e+00  1.27235e+03  2.55900e+03 
 14    smooth    2    2  1.54575e+08  8.42386e-02  4.49622e+07  8.99270e+08 
 15    smooth    3   15  4.16817e+01  1.14814e+01  8.46308e+01  -5.86655e+01 
 16    smooth    3   15  1.30623e+03  1.17771e+00  2.78687e+02  2.75560e+03 
 17    smooth    4   11  5.31317e-03  6.34876e-03  1.34344e-01  3.37081e-02 
 18    smooth    3   16  1.69361e+09  2.31469e+00  8.72767e+10  -6.10322e+09 
 19    smooth    6   31  1.64308e+01  1.10835e+01  1.15639e+02  1.09951e+02 
 20    smooth    6   31  2.32337e+06  3.62974e+00  8.17361e+05  9.79959e+06 
 21    smooth    9   31  2.69042e+01  5.02304e-01  9.20644e+01  1.29118e+02 
 22    smooth    9   31  8.15888e+06  2.29489e+00  2.34019e+06  3.45171e+07 
 23    smooth   12   31  7.36782e+01  5.24893e-01  2.10494e+02  1.09299e+02 
 24    smooth   12   31  2.05938e+07  1.53377e+00  5.10420e+06  8.72065e+07 
 25    smooth    3   10  1.03115e+03  2.36456e-01  1.49276e+02  2.22657e+03 
 26    smooth    2   10  4.17131e+03  3.19960e+00  9.37088e+04  4.50998e+04 
 27    smooth    4   20  7.92669e+06  3.66264e-01  2.14049e+06  3.90758e+07 
 28    smooth    4   20  3.08106e+11  1.62342e+00  9.15324e+09  1.29844e+12 
 29    smooth    6    6  4.64282e-02  1.56529e-01  1.28367e+00  -5.28271e-01 
 30    smooth    7    7  3.37706e-02  1.73325e-01  8.73478e-01  -4.14047e-01 
 31    smooth    8    8  3.86177e-02  6.89787e-02  1.52459e+00  -5.54344e-01 
 32    smooth    9    9  2.88830e-02  9.43605e-02  1.22074e+00  -4.90018e-01 
 33    smooth   10   10  3.37633e-02  5.48911e-03  1.33007e+00  -4.59235e-01 
 34    smooth   11   11  2.67406e-02  3.01591e-02  1.28337e+00  -4.63642e-01 
 35    smooth   10   10  2.73248e+02  5.50892e+00  3.44542e+02  -5.44520e+02 
 36    smooth    5   33  1.61741e+01  1.30040e+01  1.12119e+03  4.06447e+01 
 37    smooth   11   65  2.09342e+00  1.96037e+00  5.89164e+00  -7.48574e+00 
 38    smooth   11   65  1.99685e+02  3.09177e+01  3.46168e+01  3.31239e+02 
 39    smooth    8    8  9.04000e+02  7.64733e-01  1.58450e+03  3.63200e+03 
 40    smooth   10   12  1.35600e+03  1.14710e+00  2.24722e+03  5.44800e+03 
 41    smooth   11   14  1.58200e+03  1.33828e+00  2.56703e+03  6.35600e+03 
 42    smooth   12   16  1.80800e+03  1.52947e+00  2.88259e+03  7.26400e+03 
 43    smooth    5    5  5.65000e+01  2.76567e+00  9.97860e+01  3.70000e+01 
 44    smooth    6    6  7.05625e+01  3.33723e+00  1.01532e+02  4.63750e+01 
 45    smooth    8    8  9.86875e+01  4.48035e+00  1.04938e+02  6.51250e+01 
 46    smooth    5    5  2.53908e+09  8.32656e-01  1.40220e+08  2.85479e+10 
 47    smooth    5    5  6.87380e+12  1.06850e+00  7.32763e+09  1.49186e+13 
 48    smooth    8    8  3.36796e+09  1.93919e+00  1.60875e+08  3.80405e+10 
 49    smooth   10   10  3.73513e+09  8.93730e-01  1.69081e+08  4.23108e+10 
 50    smooth   12   12  3.99107e+09  1.95876e+00  1.74519e+08  4.53631e+10 
 51    smooth   12   12  1.13001e+13  1.33103e+00  9.39576e+09  2.44241e+13 
 52    smooth    8    8  9.38567e+00  8.21472e-01  2.14909e+02  4.02341e+02 
 53    smooth    8    8  3.36582e+10  2.15289e-01  1.25038e+10  2.69257e+11 
 54    smooth    3    3  1.73407e+02  7.75442e-01  3.85383e+02  1.17157e+02 
 55    smooth    3    3  6.25000e+02  1.32352e-01  5.00000e+02  0.00000e+00 
  1  absnormal    9   45  7.18785e+01  3.89729e+01 
  2  absnormal    9   45  1.12597e+03  2.58583e+01 
  3  absnormal    7   35  1.16541e+07  8.62929e-02 
  4  absnormal    7   35  1.16859e+09  1.07582e-01 
  5  absnormal    7   35  4.98917e+06  1.71843e+00 
  6  absnormal    7   35  5.00936e+08  1.22003e+00 
  7  absnormal    2    2  2.42846e+01  1.76198e+00 
  8  absnormal    2    2  1.79578e+06  5.92248e-01 
  9  absnormal    3    3  2.49935e+03  2.58273e-01 
 10  absnormal    3    3  1.06022e+04  1.12602e+00 
 11  absnormal    4    4  2.15244e+02  5.40234e-01 
 12  absnormal    4    4  1.61541e+06  1.45332e-02 
 13  absnormal    2    2  4.00439e+02  1.58190e+00 
 14  absnormal    2    2  1.54575e+08  9.64204e-02 
 15  absnormal    3   15  4.15835e+01  1.14799e+01 
 16  absnormal    3   15  1.30600e+03  1.15572e+00 
 17  absnormal    4   11  4.54869e-03  4.31598e-02 
 18  absnormal    3   16  1.69361e+09  2.32543e+00 
 19  absnormal    6   31  1.64114e+01  1.10848e+01 
 20  absnormal    6   31  2.32334e+06  3.65744e+00 
 21  absnormal    9   31  2.68676e+01  5.40732e-01 
 22  absnormal    9   31  8.15884e+06  2.28418e+00 
 23  absnormal   12   31  7.36387e+01  5.32262e-01 
 24  absnormal   12   31  2.05939e+07  1.55978e+00 
 25  absnormal    3   10  1.03082e+03  2.19884e-01 
 26  absnormal    2   10  4.17013e+03  3.20045e+00 
 27  absnormal    4   20  7.92658e+06  3.58507e-01 
 28  absnormal    4   20  3.08106e+11  1.61464e+00 
 29  absnormal    6    6  5.08848e-02  1.79857e-01 
 30  absnormal    7    7  2.91286e-02  1.82199e-01 
 31  absnormal    8    8  3.77877e-02  3.96088e-02 
 32  absnormal    9    9  3.44333e-02  1.28439e-01 
 33  absnormal   10   10  3.11829e-02  3.80706e-02 
 34  absnormal   11   11  2.66010e-02  1.12222e-03 
 35  absnormal   10   10  2.73125e+02  5.51602e+00 
 36  absnormal    5   33  1.62756e+01  1.30320e+01 
 37  absnormal   11   65  2.12472e+00  2.04518e+00 
 38  absnormal   11   65  2.00220e+02  3.09701e+01 
 39  absnormal    8    8  9.03380e+02  7.30156e-01 
 40  absnormal   10   12  1.35734e+03  1.18469e+00 
 41  absnormal   11   14  1.58198e+03  1.31008e+00 
 42  absnormal   12   16  1.80809e+03  1.52364e+00 
 43  absnormal    5    5  5.65221e+01  2.76938e+00 
 44  absnormal    6    6  7.06439e+01  3.34082e+00 
 45  absnormal    8    8  9.86307e+01  4.47420e+00 
 46  absnormal    5    5  2.53908e+09  8.53395e-01 
 47  absnormal    5    5  6.87380e+12  1.04236e+00 
 48  absnormal    8    8  3.36796e+09  1.93924e+00 
 49  absnormal   10   10  3.73513e+09  8.75459e-01 
 50  absnormal   12   12  3.99107e+09  1.95528e+00 
 51  absnormal   12   12  1.13002e+13  1.32154e+00 
 52  absnormal    8    8  9.47968e+00  8.28888e-01 
 53  absnormal    8    8  3.36582e+10  2.60686e-01 
  1  absuniform    9   45  7.19945e+01  3.89374e+01 
  2  absuniform    9   45  1.12558e+03  2.59008e+01 
  3  absuniform    7   35  1.16542e+07  3.05438e-02 
  4  absuniform    7   35  1.16859e+09  6.77189e-02 
  5  absuniform    7   35  4.98919e+06  1.78559e+00 
  6  absuniform    7   35  5.00936e+08  1.30984e+00 
  7  absuniform    2    2  2.40934e+01  1.75098e+00 
  8  absuniform    2    2  1.79573e+06  5.68915e-01 
  9  absuniform    3    3  2.49843e+03  3.00268e-01 
 10  absuniform    3    3  1.05997e+04  1.18401e+00 
 11  absuniform    4    4  2.14867e+02  5.00279e-01 
 12  absuniform    4    4  1.61541e+06  9.65817e-03 
 13  absuniform    2    2  4.01048e+02  1.59396e+00 
 14  absuniform    2    2  1.54576e+08  7.80543e-02 
 15  absuniform    3   15  4.16394e+01  1.14421e+01 
 16  absuniform    3   15  1.30545e+03  1.13955e+00 
 17  absuniform    4   11  4.60671e-03  5.06004e-02 
 18  absuniform    3   16  1.69361e+09  2.33552e+00 
 19  absuniform    6   31  1.63264e+01  1.10778e+01 
 20  absuniform    6   31  2.32336e+06  3.61680e+00 
 21  absuniform    9   31  2.67439e+01  5.27305e-01 
 22  absuniform    9   31  8.15885e+06  2.30487e+00 
 23  absuniform   12   31  7.34845e+01  5.82787e-01 
 24  absuniform   12   31  2.05938e+07  1.54809e+00 
 25  absuniform    3   10  1.03002e+03  2.47465e-01 
 26  absuniform    2   10  4.17274e+03  3.18558e+00 
 27  absuniform    4   20  7.92676e+06  3.69110e-01 
 28  absuniform    4   20  3.08106e+11  1.55719e+00 
 29  absuniform    6    6  4.37340e-02  1.04952e-01 
 30  absuniform    7    7  3.16501e-02  1.10057e-01 
